DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Germany,2023,81.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Germany,2024,81.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2014,74.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2015,75.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2016,76.0,b,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2017,76.6,b,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2018,77.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2019,78.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2020,77.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2021,79.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2022,80.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2023,79.8,b,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Denmark,2024,80.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2014,75.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2015,76.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2016,77.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2017,79.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2018,79.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2019,80.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2020,79.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2021,79.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2022,81.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2023,82.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Estonia,2024,81.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2014,53.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2015,54.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2016,55.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2017,57.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2018,59.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2019,60.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2020,58.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2021,62.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2022,66.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2023,67.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Greece,2024,69.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2014,59.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2015,62.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2016,63.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2017,65.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2018,67.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2019,68.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2020,65.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2021,67.5,d,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2022,69.3,d,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2023,70.5,d,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Spain,2024,71.4,d,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2014,72.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2015,71.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2016,72.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2017,73.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2018,75.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2019,76.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2020,75.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2021,76.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2022,78.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2023,78.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Finland,2024,77.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2014,70.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2015,70.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2016,70.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2017,71.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2018,72.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2019,72.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2020,72.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2021,73.2,d,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2022,74.0,d,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2023,74.4,d,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,France,2024,75.1,d,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2014,59.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2015,60.5,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2016,61.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2017,63.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2018,64.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2019,66.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2020,66.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2021,68.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2022,70.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2023,70.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Croatia,2024,73.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2014,68.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2015,70.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2016,73.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2017,75.4,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2018,76.8,b,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2019,77.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2020,77.6,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2021,78.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2022,80.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2023,80.7,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Hungary,2024,81.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2014,68.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2015,69.8,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2016,71.3,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2017,72.9,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2018,74.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2019,75.0,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2020,72.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2021,74.9,b,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2022,78.2,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2023,79.1,,
ESTAT:TIPSLM100(1.0),13/03/25 23:00:00,Annual,Total employment (resident population concept - LFS),Total,From 20 to 64 years,Percentage of total population,Ireland,2024,79.8,,
